id	sid	target	pos	sense	gloss	sentence	hw	lemma
find.v_18	1302	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	It is they , of course , who keep it alive and preserve it so the same spirit will continue to be present in the Corps for future recruits to find as they come into it .	it be they of course who keep it alive and preserve it so the same spirit will continue to be present in the corps for future recruit to find as they come into it	it_P be_V they_P of_R course_R who_W keep_V it_P alive_J and_C preserve_V it_P so_R the_D same_J spirit_N will_M continue_V to_T be_V present_J in_I the_D corps_N for_I future_J recruit_N to_T find_V as_I they_P come_V into_V it_P
run.v_12	1330	run	v	run.v.16	be affected by; be subjected to	And yet this is exactly the risk we run when we assume , as we too often do , that we can continue to preach the gospel in a form that makes it seem incredible and irrelevant to cultured men .	and yet this be exactly the risk we run when we assume as we too often do that we can continue to preach the gospel in a form that make it seem incredible and irrelevant to cultured men	and_C yet_R this_D be_V exactly_R the_D risk_N we_P run_V when_W we_P assume_V as_I we_P too_R often_R do_V that_I we_P can_M continue_V to_T preach_V the_D gospel_N in_I a_D form_N that_I make_V it_V seem_V incredible_J and_C irrelevant_J to_T cultured_J men_N
find.v_19	1355	find	v	find.v.01	come upon, as if by accident; meet with	It follows , then , provided the possibilities have been exhausted , that the only real alternative is the general viewpoint of the `` left '' , which has been represented on the Continent by Fritz Buri and , to some extent at least , is found in much that is significant in American and English theology .	it follow then provide the possibility have be exhaust that the only real alternative be the general viewpoint of the left which have be represent on the continent by fritz buri and to some extent at least be find in much that be significant in american and english theology	it_P follow_V then_R provide_V the_D possibility_N have_V be_V exhaust_V that_I the_D only_R real_J alternative_N be_V the_D general_J viewpoint_N of_I the_D left_N which_W have_V be_V represent_V on_I the_D continent_N by_I fritz_N buri_N and_C to_R some_J extent_N at_R least_R be_V find_V in_I much_N that_R be_V significant_J in_I american_J and_C english_J theology_N
suit.n_2	1375	suit	n	suit.n.01	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color	Since the Protestant clergy for the most part wear gray or some variant from the wholly black suit , my Roman collar and black garb usually identify me in England as a Roman Catholic cleric .	since the protestant clergy for the most part wear gray or some variant from the wholly black suit my roman collar and black garb usually identify me in england as a roman catholic cleric	since_I the_D protestant_J clergy_N for_R the_R most_R part_R wear_V gray_N or_C some_D variant_J from_I the_D wholly_R black_J suit_N my_P roman_N collar_N and_C black_J garb_N usually_R identify_V me_P in_R england_N as_R a_D roman_N catholic_N cleric_N
find.v_20	1378	find	v	witness.v.02	perceive or be contemporaneous with	On my first Guy Fawkes Day here , I found Catholics as well as non Catholics celebrating with the traditional fireworks and bonfires , and was told that most Englishmen either do not know or are not concerned with the historical significance of the day .	on my first guy fawkes day here i find catholics as well as non catholics celebrate with the traditional firework and bonfire and be tell that most englishmen either do not know or be not concerned with the historical significance of the day	on_I my_P first_J guy_N fawkes_N day_N here_R i_P find_V catholics_N as_I well_I as_I non_J catholics_N celebrate_V with_I the_D traditional_J firework_N and_C bonfire_N and_C be_V tell_V that_I most_J englishmen_N either_D do_V not_R know_V or_C be_V not_R concerned_J with_I the_D historical_J significance_N of_I the_D day_N
find.v_21	1388	find	v	find.v.05	come to believe on the basis of emotion, intuitions, or indefinite grounds	She found this a marvel because , as she said , only six per cent of English people are churchgoers .	she find this a marvel because as she say only six per cent of english people be churchgoer	she_P find_V this_P a_D marvel_N because_R as_I she_P say_V only_R six_J per_N cent_N of_I english_N people_N be_V churchgoer_N
find.v_22	1408	find	v	witness.v.02	perceive or be contemporaneous with	I have found myself saying with other foreigners here that English Catholics are good Catholics .	i have find myself say with other foreigner here that english catholics be good catholics	i_P have_V find_V myself_P say_V with_I other_J foreigner_N here_R that_I english_J catholics_N be_V good_J catholics_N
find.v_23	1409	find	v	detect.v.01	discover or determine the existence, presence, or fact of	It has been my experience to find as many men as women in church , and to hear almost everyone in church congregations reciting the Latin prayers and responses at Mass .	it have be my experience to find as many men as woman in church and to hear almost everyone in church congregation recite the latin prayer and response at mass	it_P have_V be_V my_P experience_N to_T find_V as_J many_J men_N as_I woman_N in_I church_N and_C to_T hear_V almost_R everyone_N in_I church_N congregation_N recite_V the_D latin_N prayer_N and_C response_N at_I mass_N
interest.n_3	1431	interest	n	interest.n.01	a sense of concern with and curiosity about someone or something	There was so much interest shown in this present-day venture that it was continued on B.B.C. , where comments were equally made by an Anglican parson , a Free Church minister and a Catholic priest .	there be so much interest show in this present-day venture that it be continue on b.b.c. where comment be equally make by an anglican parson a free church minister and a catholic priest	there_E be_V so_R much_J interest_N show_V in_R this_R present-day_J venture_N that_I it_P be_V continue_V on_I b.b.c._N where_W comment_N be_V equally_R make_V by_I an_D anglican_J parson_N a_D free_N church_N minister_N and_C a_D catholic_J priest_N
motion.n_1	1451	motion	n	motion.n.04	a state of change	Not a circle , then , nor a straight line , but a spiral represents the shape of death as Irenaeus sees it ; for a spiral has motion as well as recurrence .	not a circle then nor a straight line but a spiral represent the shape of death as irenaeus see it for a spiral have motion as well as recurrence	not_R a_D circle_N then_R nor_C a_D straight_N line_N but_C a_D spiral_N represent_V the_D shape_N of_R death_N as_I irenaeus_N see_V it_P for_I a_D spiral_N have_V motion_N as_I well_I as_I recurrence_N
find.v_24	1508	find	v	witness.v.02	perceive or be contemporaneous with	Such efforts almost always find themselves compelled to ask whether Adam was created capable of growing old and then older and then still older , in short , whether Adam 's life was intended to be part of the process of time .	such effort almost always find themselves compelled to ask whether adam be create capable of grow old and then old and then still old in short whether adam 's life be intend to be part of the process of time	such_J effort_N almost_R always_R find_V themselves_P compelled_J to_T ask_V whether_I adam_N be_V create_V capable_J of_J grow_V old_J and_R then_R old_J and_R then_R still_R old_J in_R short_R whether_I adam_N 's_P life_N be_V intend_V to_T be_V part_N of_V the_D process_N of_I time_N
run.v_13	1510	run	v	run.v.05	have a particular form	One night , so some of these theories run , Adam would have fallen asleep , much as he fell asleep for the creation of Eve ; and thus he would have been carried over into the life eternal .	one night so some of these theory run adam would have fall asleep much as he fell asleep for the creation of eve and thus he would have be carry over into the life eternal	one_J night_N so_R some_J of_I these_D theory_N run_V adam_N would_M have_V fall_V asleep_V much_R as_R he_P fell_V asleep_V for_I the_D creation_N of_I eve_N and_C thus_R he_P would_M have_V be_V carry_V over_V into_I the_D life_N eternal_N
find.v_25	1574	find	v	witness.v.02	perceive or be contemporaneous with	Because they are `` minority '' exercises and have but a limited appeal they soon find themselves in the limbo of the forgotten .	because they be minority exercise and have but a limited appeal they soon find themselves in the limbo of the forgotten	because_I they_P be_V minority_N exercise_N and_C have_V but_C a_D limited_J appeal_N they_P soon_R find_V themselves_P in_I the_D limbo_N of_I the_D forgotten_J
grasp.v_2	1592	grasp	v	grasp.v.01	hold firmly	Place a suitably loaded barbell across them ; grasp the bar ( which will rest against the back of your neck ) ; extend your feet forward and backward until you are in a deep leg split .	place a suitably loaded barbell across them grasp the bar which will rest against the back of your neck extend your foot forward and backward until you be in a deep leg split	place_V a_D suitably_R loaded_J barbell_N across_I them_P grasp_V the_D bar_N which_W will_V rest_N against_I the_D back_J of_I your_P neck_N extend_V your_P foot_N forward_R and_C backward_R until_I you_P be_V in_I a_D deep_J leg_N split_N
plant.n_1	1612	plant	n	plant.n.02	(botany) a living organism lacking the power of locomotion	These specialists , I learned , have done a great deal of work to improve the size and health of the plants and the resulting flowers .	these specialist i learn have do a great deal of work to improve the size and health of the plant and the resulting flower	these_D specialist_N i_P learn_V have_V do_V a_D great_N deal_N of_I work_N to_T improve_V the_D size_N and_C health_N of_I the_D plant_N and_C the_D resulting_J flower_N
